InChI	CID	IUPAC_name	Molecular_formula	Molecular_weight	Isomeric_smiles	Canonical_smiles	abbrv	Name
HQANBZHVWIDNQZ-GMHMEAMDSA-J	46173506	[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-2-[[[[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-[[3-oxo-3-[2-(3-oxododecanoylsulfanyl)ethylamino]propyl]amino]butoxy]-oxidophosphoryl]oxy-oxidophosphoryl]oxymethyl]oxolan-3-yl] phosphate	C33H52N7O18P3S-4	959.8	CCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O	CCCCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O	3oddcoa	3-Oxododecanoyl-CoA
OXBHKMHNDGRDCZ-STLSENOWSA-J	46173488	[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-2-[[[[(3R)-3-hydroxy-4-[[3-[2-[(3S)-3-hydroxytetradecanoyl]sulfanylethylamino]-3-oxopropyl]amino]-2,2-dimethyl-4-oxobutoxy]-oxidophosphoryl]oxy-oxidophosphoryl]oxymethyl]oxolan-3-yl] phosphate	C35H58N7O18P3S-4	989.9	CCCCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)O	CCCCCCCCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)O	3htdcoa	(S)-3-Hydroxytetradecanoyl-CoA
VOKUMXABRRXHAR-VKHMYHEASA-M	46173457	(2S)-2-methyl-3-oxopropanoate	C4H5O3-	101.08	C[C@@H](C=O)C(=O)[O-]	CC(C=O)C(=O)[O-]	mmtsa	(S)-Methylmalonate semialdehyde
WPIVBCGRGVNDDT-CECATXLMSA-J	46173417	[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-2-[[[[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-[[3-oxo-3-[2-(3-oxooctanoylsulfanyl)ethylamino]propyl]amino]butoxy]-oxidophosphoryl]oxy-oxidophosphoryl]oxymethyl]oxolan-3-yl] phosphate	C29H44N7O18P3S-4	903.7	CCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O	CCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O	3oocoa	3-Oxooctanoyl-CoA
HSKSAKBZUITULZ-UPHRSURJSA-M	46173390	(Z)-4-formamido-4-oxobut-2-enoate	C5H4NO4-	142.09	C(=C\C(=O)[O-])\C(=O)NC=O	C(=CC(=O)[O-])C(=O)NC=O	nfmalm	N-Formyl maleamic acid
CPSDNAXXKWVYIY-NTLMCJQISA-J	46173358	[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-2-[[[[(3R)-3-hydroxy-2,2-dimethyl-4-[[3-[2-[(E)-oct-2-enoyl]sulfanylethylamino]-3-oxopropyl]amino]-4-oxobutoxy]-oxidophosphoryl]oxy-oxidophosphoryl]oxymethyl]oxolan-3-yl] phosphate	C29H44N7O17P3S-4	887.7	CCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O	CCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O	oc2coa	Trans-Oct-2-enoyl-CoA
AJFKXWQDHFYKFK-UPHRSURJSA-N	46173244	(Z)-3-(carbamoylamino)prop-2-eneperoxoic acid	C4H6N2O4	146.10	C(=C\NC(=O)N)\C(=O)OO	C(=CNC(=O)N)C(=O)OO	uracp	Ureidoacrylate peracid
MBCVYCOKMMMWLX-YYMFEJJQSA-J	46173185	[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-2-[[[[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-[[3-oxo-3-[2-[(E)-tetradec-2-enoyl]sulfanylethylamino]propyl]amino]butoxy]-oxidophosphoryl]oxy-oxidophosphoryl]oxymethyl]oxolan-3-yl] phosphate	C35H56N7O17P3S-4	971.8	CCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O	CCCCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O	td2coa	Trans-Tetradec-2-enoyl-CoA
JUPAQFRKPHPXLD-MSHHSVQMSA-J	46173176	[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-2-[[[[(3R)-4-[[3-[2-[(E)-hexadec-2-enoyl]sulfanylethylamino]-3-oxopropyl]amino]-3-hydroxy-2,2-dimethyl-4-oxobutoxy]-oxidophosphoryl]oxy-oxidophosphoryl]oxymethyl]-4-hydroxyoxolan-3-yl] phosphate	C37H60N7O17P3S-4	999.9	CCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O	CCCCCCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O	hdd2coa	Trans-Hexadec-2-enoyl-CoA
YTLYLLTVENPWFT-UPHRSURJSA-M	46173135	(Z)-3-aminoprop-2-enoate	C3H4NO2-	86.07	C(=C\N)\C(=O)[O-]	C(=CN)C(=O)[O-]	3amac	3-Aminoacrylate
WQKGFGLGYOHJOG-UPHRSURJSA-N	46173085	(Z)-3-aminoprop-2-eneperoxoic acid	C3H5NO3	103.08	C(=C\N)\C(=O)OO	C(=CN)C(=O)OO	poaac	Peroxyaminoacrylate
IJFLXRCJWPKGKJ-LXIXEQKWSA-J	46173081	[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-2-[[[[(3R)-3-hydroxy-4-[[3-[2-[(3S)-3-hydroxydodecanoyl]sulfanylethylamino]-3-oxopropyl]amino]-2,2-dimethyl-4-oxobutoxy]-oxidophosphoryl]oxy-oxidophosphoryl]oxymethyl]oxolan-3-yl] phosphate	C33H54N7O18P3S-4	961.8	CCCCCCCCC[C@@H](CC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)O	CCCCCCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)O	3hddcoa	(S)-3-Hydroxydodecanoyl-CoA
WDRISBUVHBMJEF-MROZADKFSA-N	45489773	(2R,3R,4R)-2,3,4-trihydroxypentanal	C5H10O4	134.13	C[C@H]([C@H]([C@H](C=O)O)O)O	CC(C(C(C=O)O)O)O	5drib	5'-deoxyribose
FKHAKIJOKDGEII-GBXIJSLDSA-L	45480653	(2S,3S)-2-azaniumyl-3-hydroxy-4-phosphonatooxybutanoate	C4H8NO7P-2	213.08	C([C@H]([C@@H](C(=O)[O-])[NH3+])O)OP(=O)([O-])[O-]	C(C(C(C(=O)[O-])[NH3+])O)OP(=O)([O-])[O-]	phthr	O-Phospho-4-hydroxy-L-threonine
RTQMRTSPTLIIHM-KEOHHSTQSA-J	45480652	[(2R,3S,4R,5R)-5-[1-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(phosphonatooxymethyl)oxolan-2-yl]-6-iminopurin-9-yl]-3,4-dihydroxyoxolan-2-yl]methyl phosphate	C15H19N5O14P2-4	555.28	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])[O-])O)O)N=CN(C2=N)[C@H]4[C@@H]([C@@H]([C@H](O4)COP(=O)([O-])[O-])O)O	C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])[O-])O)O)N=CN(C2=N)C4C(C(C(O4)COP(=O)([O-])[O-])O)O	prbamp	1-(5-Phosphoribosyl)-AMP
AUNGANRZJHBGPY-SCRDCRAPSA-M	45480541	7,8-dimethyl-4-oxo-10-[(2S,3S,4R)-2,3,4,5-tetrahydroxypentyl]benzo[g]pteridin-2-olate	C17H19N4O6-	375.4	CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])C[C@@H]([C@@H]([C@@H](CO)O)O)O	CC1=CC2=C(C=C1C)N(C3=NC(=NC(=O)C3=N2)[O-])CC(C(C(CO)O)O)O	ribflv	Riboflavin C17H20N4O6
OIEZRVBFVPGODT-WQWYCSGDSA-N	45479636	2-methyl-3-[(2E,6E,10E,14E,18E,22E,26E)-3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl]naphthalene-1,4-diol	C51H74O2	719.1	CC1=C(C2=CC=CC=C2C(=C1C/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CC/C=C(\C)/CCC=C(C)C)O)O	CC1=C(C2=CC=CC=C2C(=C1CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)O)O	mql8	Menaquinol 8
FGYPGICSXJEKCG-AENDIINCSA-N	45479277	2-[(2E,6E,10E,14E,18E,22E,26E)-3,7,11,15,19,23,27,31-octamethyldotriaconta-2,6,10,14,18,22,26,30-octaenyl]naphthalene-1,4-diol	C50H72O2	705.1	CC(=CCC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC/C(=C/CC1=C(C2=CC=CC=C2C(=C1)O)O)/C)/C)/C)/C)/C)/C)/C)C	CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCC1=C(C2=CC=CC=C2C(=C1)O)O)C)C)C)C)C)C)C)C	2dmmql8	2-Demethylmenaquinol 8
CSDPVAKVEWETFG-YFKPBYRVSA-M	45266761	(2S)-2,3,4,5-tetrahydropyridine-2-carboxylate	C6H8NO2-	126.13	C1CC=N[C@@H](C1)C(=O)[O-]	C1CC=NC(C1)C(=O)[O-]	thp2c	2,3,4,5-Tetrahydropyridine-2-carboxylate
ZCZXOHUILRHRQJ-PWNYCUMCSA-K	45266760	(2R,3R)-2,3-dihydroxy-4-phosphonatooxybutanoate	C4H6O8P-3	213.06	C([C@H]([C@H](C(=O)[O-])O)O)OP(=O)([O-])[O-]	C(C(C(C(=O)[O-])O)O)OP(=O)([O-])[O-]	4per	4-Phospho-D-erythronate
INCSWYKICIYAHB-WDSKDSINSA-M	45266758	(5S,6S)-5,6-dihydroxycyclohexa-1,3-diene-1-carboxylate	C7H7O4-	155.13	C1=C[C@@H]([C@H](C(=C1)C(=O)[O-])O)O	C1=CC(C(C(=C1)C(=O)[O-])O)O	23ddhb	2,3-Dihydro-2,3-dihydroxybenzoate
XHMJOUIAFHJHBW-IVMDWMLBSA-M	45266742	[(2R,3S,4R,5R)-5-azaniumyl-3,4,6-trihydroxyoxan-2-yl]methyl phosphate	C6H13NO8P-	258.14	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)[NH3+])O)O)OP(=O)([O-])[O-]	C(C1C(C(C(C(O1)O)[NH3+])O)O)OP(=O)([O-])[O-]	gam6p	D-Glucosamine 6-phosphate
MSWZFWKMSRAUBD-IVMDWMLBSA-O	45266741	[(3R,4R,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]azanium	C6H14NO5+	180.18	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)[NH3+])O)O)O	C(C1C(C(C(C(O1)O)[NH3+])O)O)O	gam	D-Glucosamine
NMEMTQKUEVNSPV-MKFCKLDKSA-K	45266740	(2R)-2-[(3R,4R,5S,6R)-3-acetamido-2,5-dihydroxy-6-(phosphonatooxymethyl)oxan-4-yl]oxypropanoate	C11H17NO11P-3	370.23	C[C@H](C(=O)[O-])O[C@H]1[C@@H]([C@H](OC([C@@H]1NC(=O)C)O)COP(=O)([O-])[O-])O	CC(C(=O)[O-])OC1C(C(OC(C1O)COP(=O)([O-])[O-])O)NC(=O)C	acmum6p	N-acetylmuramate 6-phosphate
SKCBPEVYGOQGJN-TXICZTDVSA-M	45266724	[(2R,3S,4R,5R)-5-azaniumyl-3,4-dihydroxyoxolan-2-yl]methyl phosphate	C5H11NO7P-	228.12	C([C@@H]1[C@H]([C@H]([C@@H](O1)[NH3+])O)O)OP(=O)([O-])[O-]	C(C1C(C(C(O1)[NH3+])O)O)OP(=O)([O-])[O-]	pram	5-Phospho-beta-D-ribosylamine
QKMBYNRMPRKVTO-MNOVXSKESA-K	45266701	2-[[(3R,4R)-3,4-dihydroxy-2-oxo-5-phosphonatooxypentyl]amino]benzoate	C12H13NO9P-3	346.21	C1=CC=C(C(=C1)C(=O)[O-])NCC(=O)[C@@H]([C@@H](COP(=O)([O-])[O-])O)O	C1=CC=C(C(=C1)C(=O)[O-])NCC(=O)C(C(COP(=O)([O-])[O-])O)O	2cpr5p	1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate
PDACUKOKVHBVHJ-ZRTZXPPTSA-M	45266696	[(2R,3S,4R)-5-(4-amino-1H-imidazol-3-ium-3-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphate	C8H13N3O7P-	294.18	C1=C([N+](=CN1)C2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])[O-])O)O)N	C1=C([N+](=CN1)C2C(C(C(O2)COP(=O)([O-])[O-])O)O)N	air	5-amino-1-(5-phospho-D-ribosyl)imidazole
BAMBWCGEVIAQBF-CITAKDKDSA-J	45266688	[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-2-[[[[(3R)-3-hydroxy-4-[[3-[2-(4-hydroxybutanoylsulfanyl)ethylamino]-3-oxopropyl]amino]-2,2-dimethyl-4-oxobutoxy]-oxidophosphoryl]oxy-oxidophosphoryl]oxymethyl]oxolan-3-yl] phosphate	C25H38N7O18P3S-4	849.6	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)CCCO)O	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CCCO)O	4hbutcoa	4-Hydroxybutanoyl-CoA
QDSLHWJDSQGPEE-WCTZXXKLSA-L	45266685	[(2R,3S,4R,5S)-5-acetamido-2,3,4-trihydroxy-6-oxohexyl] phosphate	C8H14NO9P-2	299.17	CC(=O)N[C@H](C=O)[C@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O	CC(=O)NC(C=O)C(C(C(COP(=O)([O-])[O-])O)O)O	acmanap	N-Acetyl-D-mannosamine 6-phosphate
MZJFVXDTNBHTKZ-UWTATZPHSA-K	45266680	(3R)-3-hydroxy-2-oxo-4-phosphonatooxybutanoate	C4H4O8P-3	211.04	C([C@H](C(=O)C(=O)[O-])O)OP(=O)([O-])[O-]	C(C(C(=O)C(=O)[O-])O)OP(=O)([O-])[O-]	ohpb	2-Oxo-3-hydroxy-4-phosphobutanoate
JTFITTQBRJDSTL-KVTDHHQDSA-L	45266677	[(2R,3R,4S,5S)-3,4-dihydroxy-5-(methylsulfanylmethyl)oxolan-2-yl] phosphate	C6H11O7PS-2	258.19	CSC[C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)([O-])[O-])O)O	CSCC1C(C(C(O1)OP(=O)([O-])[O-])O)O	5mdr1p	5-Methylthio-5-deoxy-D-ribose 1-phosphate
BLKFNHOCHNCLII-GHVQHMAVSA-J	45266672	[(2R,3S,4R,5R)-5-[4-carbamoyl-5-[[(3R,4R)-3,4-dihydroxy-2-oxo-5-phosphonatooxypentyl]iminomethylamino]imidazol-1-yl]-3,4-dihydroxyoxolan-2-yl]methyl phosphate	C15H21N5O15P2-4	573.30	C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])[O-])O)O)NC=NCC(=O)[C@@H]([C@@H](COP(=O)([O-])[O-])O)O)C(=O)N	C1=NC(=C(N1C2C(C(C(O2)COP(=O)([O-])[O-])O)O)NC=NCC(=O)C(C(COP(=O)([O-])[O-])O)O)C(=O)N	prlp	5-[(5-phospho-1-deoxyribulos-1-ylamino)methylideneamino]-1-(5-phosphoribosyl)imidazole-4-carboxamide
CIZCKPNGZPENDV-RUCZCKOISA-I	45266669	(E)-3-[2-[3-[[(2R)-4-[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-3-phosphonatooxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl]oxy-2-hydroxy-3,3-dimethylbutanoyl]amino]propanoylamino]ethylsulfanylcarbonyl]-4-phenylbut-3-enoate	C32H39N7O19P3S-5	950.7	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)/C(=C/C4=CC=CC=C4)/CC(=O)[O-])O	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)C(=CC4=CC=CC=C4)CC(=O)[O-])O	phitcoa	E-Phenylitaconyl-CoA
PMCOGCVKOAOZQM-ZRTZXPPTSA-M	45266658	[(2R,3S,4R)-5-(1-amino-2-formamidoethylidene)azaniumyl-3,4-dihydroxyoxolan-2-yl]methyl phosphate	C8H15N3O8P-	312.19	C([C@@H]1[C@H]([C@H](C(O1)/[NH+]=C(/CNC=O)\N)O)O)OP(=O)([O-])[O-]	C(C1C(C(C(O1)[NH+]=C(CNC=O)N)O)O)OP(=O)([O-])[O-]	fpram	2-(Formamido)-N1-(5-phospho-D-ribosyl)acetamidine
NOTGFIUVDGNKRI-UUOKFMHZSA-L	45266657	[(2R,3S,4R,5R)-5-(5-amino-4-carbamoylimidazol-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphate	C9H13N4O8P-2	336.20	C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])[O-])O)O)N)C(=O)N	C1=NC(=C(N1C2C(C(C(O2)COP(=O)([O-])[O-])O)O)N)C(=O)N	aicar	5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide
ABCOOORLYAOBOZ-KQYNXXCUSA-L	45266654	[(2R,3S,4R,5R)-5-(4-carbamoyl-5-formamidoimidazol-1-yl)-3,4-dihydroxyoxolan-2-yl]methyl phosphate	C10H13N4O9P-2	364.21	C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])[O-])O)O)NC=O)C(=O)N	C1=NC(=C(N1C2C(C(C(O2)COP(=O)([O-])[O-])O)O)NC=O)C(=O)N	fprica	5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide
OBQMLSFOUZUIOB-HJZCUYRDSA-M	45266651	[(2R,3S,4R)-5-[(2-azaniumylacetyl)amino]-3,4-dihydroxyoxolan-2-yl]methyl phosphate	C7H14N2O8P-	285.17	C([C@@H]1[C@H]([C@H](C(O1)NC(=O)C[NH3+])O)O)OP(=O)([O-])[O-]	C(C1C(C(C(O1)NC(=O)C[NH3+])O)O)OP(=O)([O-])[O-]	gar	N1-(5-Phospho-D-ribosyl)glycinamide
SENPVEZBRZQVST-HISDBWNOSA-L	45266646	1-[(2R,3R,4S,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxyoxolan-2-yl]methoxy-oxidophosphoryl]oxy-oxidophosphoryl]oxymethyl]-3,4-dihydroxyoxolan-2-yl]pyridin-1-ium-3-carboxylate	C21H24N6O15P2-2	662.4	C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)([O-])OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)[O-]	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)[O-]	dnad	Deamino-NAD+
QOUSHGMTBIIAHR-KEOHHSTQSA-J	45266644	[(2R,3S,4R,5R)-5-[(E)-[[5-carbamoyl-3-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(phosphonatooxymethyl)oxolan-2-yl]imidazol-4-yl]amino]methylideneamino]-3,4-dihydroxyoxolan-2-yl]methyl phosphate	C15H21N5O15P2-4	573.30	C1=NC(=C(N1[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])[O-])O)O)N/C=N/[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)([O-])[O-])O)O)C(=O)N	C1=NC(=C(N1C2C(C(C(O2)COP(=O)([O-])[O-])O)O)NC=NC3C(C(C(O3)COP(=O)([O-])[O-])O)O)C(=O)N	prfp	1-(5-Phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide
VDXLUNDMVKSKHO-ZRTZXPPTSA-L	45266641	[(2R,3S,4R)-5-[(2-formamidoacetyl)amino]-3,4-dihydroxyoxolan-2-yl]methyl phosphate	C8H13N2O9P-2	312.17	C([C@@H]1[C@H]([C@H](C(O1)NC(=O)CNC=O)O)O)OP(=O)([O-])[O-]	C(C1C(C(C(O1)NC(=O)CNC=O)O)O)OP(=O)([O-])[O-]	fgam	N2-Formyl-N1-(5-phospho-D-ribosyl)glycinamide
RQRINYISXYAZKL-RPDRRWSUSA-L	45266638	[(2R,3S,4S)-5-[(5-amino-2,4-dioxo-1H-pyrimidin-6-yl)amino]-2,3,4-trihydroxypentyl] phosphate	C9H15N4O9P-2	354.21	C([C@@H]([C@@H]([C@@H](COP(=O)([O-])[O-])O)O)O)NC1=C(C(=O)NC(=O)N1)N	C(C(C(C(COP(=O)([O-])[O-])O)O)O)NC1=C(C(=O)NC(=O)N1)N	5aprbu	5-Amino-6-(5'-phosphoribitylamino)uracil
OIUJHGOLFKDBSU-HTQZYQBOSA-M	45266632	(3R,4R)-4-azaniumyl-3-(1-carboxylatoethenoxy)cyclohexa-1,5-diene-1-carboxylate	C10H10NO5-	224.19	C=C(C(=O)[O-])O[C@@H]1C=C(C=C[C@H]1[NH3+])C(=O)[O-]	C=C(C(=O)[O-])OC1C=C(C=CC1[NH3+])C(=O)[O-]	4adcho	4-amino-4-deoxychorismate
UATIGEHITDTAGF-CITAKDKDSA-J	45266616	[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-2-[[[[(3R)-4-[[3-(2-but-3-enoylsulfanylethylamino)-3-oxopropyl]amino]-3-hydroxy-2,2-dimethyl-4-oxobutoxy]-oxidophosphoryl]oxy-oxidophosphoryl]oxymethyl]-4-hydroxyoxolan-3-yl] phosphate	C25H36N7O17P3S-4	831.6	CC(C)(COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])[C@H](C(=O)NCCC(=O)NCCSC(=O)CC=C)O	CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CC=C)O	vaccoa	Vinylacetyl-CoA
SIARJEKBADXQJG-LFZQUHGESA-J	45266614	[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-2-[[[[(3R)-3-hydroxy-2,2-dimethyl-4-[[3-(2-octadecanoylsulfanylethylamino)-3-oxopropyl]amino]-4-oxobutoxy]-oxidophosphoryl]oxy-oxidophosphoryl]oxymethyl]oxolan-3-yl] phosphate	C39H66N7O17P3S-4	1030.0	CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O	CCCCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O	stcoa	Stearoyl-CoA (n-C18:0CoA)
QAQREVBBADEHPA-IEXPHMLFSA-J	45266613	[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-4-hydroxy-2-[[[[(3R)-3-hydroxy-2,2-dimethyl-4-oxo-4-[[3-oxo-3-(2-propanoylsulfanylethylamino)propyl]amino]butoxy]-oxidophosphoryl]oxy-oxidophosphoryl]oxymethyl]oxolan-3-yl] phosphate	C24H36N7O17P3S-4	819.6	CCC(=O)SCCNC(=O)CCNC(=O)[C@@H](C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O	CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O	ppcoa	Propanoyl-CoA
