Accession	Begin	End	Chromosome	Orientation	Name	Symbol	Gene ID	Gene Type	Transcripts accession	Transcript name	Protein accession	Protein name	Protein length	Locus tag
NZ_CP129672.1	1946943	1947887		minus	LysR family transcriptional regulator			protein-coding			WP_302092323.1	LysR family transcriptional regulator	314	QYQ99_RS08990
NZ_CP129672.1	1948104	1949192		plus	YeiH family protein			protein-coding			WP_302092324.1	YeiH family protein	362	QYQ99_RS08995
NZ_CP129672.1	1949373	1949864		plus	MarR family winged helix-turn-helix transcriptional regulator			protein-coding			WP_302092325.1	MarR family winged helix-turn-helix transcriptional regulator	163	QYQ99_RS09000
NZ_CP129672.1	1949861	1951855		plus	FUSC family protein			protein-coding			WP_302092326.1	FUSC family protein	664	QYQ99_RS09005
NZ_CP129672.1	1951861	1952616		minus	ABC transporter ATP-binding protein			protein-coding			WP_302092327.1	ABC transporter ATP-binding protein	251	QYQ99_RS09010
NZ_CP129672.1	1952616	1953617		minus	FecCD family ABC transporter permease			protein-coding			WP_302093143.1	FecCD family ABC transporter permease	333	QYQ99_RS09015
NZ_CP129672.1	1953753	1954805		minus	iron ABC transporter substrate-binding protein			protein-coding			WP_302092328.1	iron ABC transporter substrate-binding protein	350	QYQ99_RS09020
NZ_CP129672.1	1954799	1955347		minus	DUF2478 domain-containing protein			protein-coding			WP_302092329.1	DUF2478 domain-containing protein	182	QYQ99_RS09025
NZ_CP129672.1	1955361	1956266		minus	substrate-binding domain-containing protein			protein-coding			WP_302092330.1	substrate-binding domain-containing protein	301	QYQ99_RS09030
NZ_CP129672.1	1956272	1958236		minus	TonB-dependent receptor plug domain-containing protein			protein-coding			WP_302093144.1	TonB-dependent receptor plug domain-containing protein	654	QYQ99_RS09035
NZ_CP129672.1	1958492	1959934		minus	NAD-dependent succinate-semialdehyde dehydrogenase			protein-coding			WP_302092331.1	NAD-dependent succinate-semialdehyde dehydrogenase	480	QYQ99_RS09040
NZ_CP129672.1	1960081	1960905		minus	uroporphyrinogen-III C-methyltransferase	cobA		protein-coding			WP_302092332.1	uroporphyrinogen-III C-methyltransferase	274	QYQ99_RS09045
NZ_CP129672.1	1960942	1963803		minus	nitrate reductase			protein-coding			WP_302092333.1	nitrate reductase	953	QYQ99_RS09050
NZ_CP129672.1	1963993	1964391		minus	nitrite reductase small subunit NirD	nirD		protein-coding			WP_302092334.1	nitrite reductase small subunit NirD	132	QYQ99_RS09055
NZ_CP129672.1	1964569	1967043		minus	nitrite reductase large subunit NirB	nirB		protein-coding			WP_302092335.1	nitrite reductase large subunit NirB	824	QYQ99_RS09060
NZ_CP129672.1	1967333	1968145		minus	ABC transporter ATP-binding protein			protein-coding			WP_302092336.1	ABC transporter ATP-binding protein	270	QYQ99_RS09065
NZ_CP129672.1	1968255	1969247		minus	nitrate ABC transporter permease	ntrB		protein-coding			WP_302092337.1	nitrate ABC transporter permease	330	QYQ99_RS09070
NZ_CP129672.1	1969274	1970548		minus	CmpA/NrtA family ABC transporter substrate-binding protein			protein-coding			WP_302092338.1	CmpA/NrtA family ABC transporter substrate-binding protein	424	QYQ99_RS09075
NZ_CP129672.1	1970809	1972083		minus	nitrate regulatory protein			protein-coding			WP_302092339.1	nitrate regulatory protein	424	QYQ99_RS09080
NZ_CP129672.1	1972229	1972654		minus	DUF2809 domain-containing protein			protein-coding			WP_302092340.1	DUF2809 domain-containing protein	141	QYQ99_RS09085
NZ_CP129672.1	1972668	1973696		minus	Bug family tripartite tricarboxylate transporter substrate binding protein			protein-coding			WP_302092341.1	Bug family tripartite tricarboxylate transporter substrate binding protein	342	QYQ99_RS09090
NZ_CP129672.1	1973892	1976765		minus	Hsp70 family protein			protein-coding			WP_302093145.1	Hsp70 family protein	957	QYQ99_RS09095
NZ_CP129672.1	1976962	1977993		plus	porin			protein-coding			WP_302092342.1	porin	343	QYQ99_RS09100
NZ_CP129672.1	1978351	1980330		minus	Hsp70 family protein			protein-coding			WP_302092343.1	Hsp70 family protein	659	QYQ99_RS09105
NZ_CP129672.1	1980334	1981011		minus	DUF2760 domain-containing protein			protein-coding			WP_302092344.1	DUF2760 domain-containing protein	225	QYQ99_RS09110
NZ_CP129672.1	1981477	1982388		plus	transporter substrate-binding domain-containing protein			protein-coding			WP_302092345.1	transporter substrate-binding domain-containing protein	303	QYQ99_RS09115
NZ_CP129672.1	1982511	1983431		minus	LysR family transcriptional regulator			protein-coding			WP_302092346.1	LysR family transcriptional regulator	306	QYQ99_RS09120
NZ_CP129672.1	1983603	1985021		plus	2-oxoadipate dioxygenase/decarboxylase HglS	hglS		protein-coding			WP_302092347.1	2-oxoadipate dioxygenase/decarboxylase HglS	472	QYQ99_RS09125
NZ_CP129672.1	1985018	1986256		plus	PLP-dependent aminotransferase family protein			protein-coding			WP_302092348.1	PLP-dependent aminotransferase family protein	412	QYQ99_RS09130
NZ_CP129672.1	1986438	1986629		plus	hypothetical protein			protein-coding			WP_302092349.1	hypothetical protein	63	QYQ99_RS09135
NZ_CP129672.1	1986768	1987643		plus	hypothetical protein			protein-coding			WP_302092350.1	hypothetical protein	291	QYQ99_RS09140
NZ_CP129672.1	1987737	1988444		plus	riboflavin synthase			protein-coding			WP_003074301.1	riboflavin synthase	235	QYQ99_RS09145
NZ_CP129672.1	1988502	1990985		minus	heavy metal translocating P-type ATPase			protein-coding			WP_302092351.1	heavy metal translocating P-type ATPase	827	QYQ99_RS09150
NZ_CP129672.1	1991089	1992039		minus	2-hydroxyacid dehydrogenase			protein-coding			WP_302092352.1	2-hydroxyacid dehydrogenase	316	QYQ99_RS09155
NZ_CP129672.1	1992113	1992883		minus	class II aldolase/adducin family protein			protein-coding			WP_302092353.1	class II aldolase/adducin family protein	256	QYQ99_RS09160
NZ_CP129672.1	1992865	1993746		minus	TauD/TfdA dioxygenase family protein			protein-coding			WP_302092354.1	TauD/TfdA dioxygenase family protein	293	QYQ99_RS09165
NZ_CP129672.1	1993991	1994644		plus	TetR/AcrR family transcriptional regulator			protein-coding			WP_302092355.1	TetR/AcrR family transcriptional regulator	217	QYQ99_RS09170
NZ_CP129672.1	1994695	1996431		minus	acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha			protein-coding			WP_302092356.1	acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha	578	QYQ99_RS09175
NZ_CP129672.1	1996443	1998074		minus	urea amidolyase family protein			protein-coding			WP_302093146.1	urea amidolyase family protein	543	QYQ99_RS09180
NZ_CP129672.1	1998080	1998847		minus	LamB/YcsF family protein			protein-coding			WP_302093147.1	LamB/YcsF family protein	255	QYQ99_RS09185
NZ_CP129672.1	1998868	1999530		minus	pyroglutamyl-peptidase I	pcp		protein-coding			WP_302092357.1	pyroglutamyl-peptidase I	220	QYQ99_RS09190
NZ_CP129672.1	1999543	2000496		minus	DUF979 domain-containing protein			protein-coding			WP_003074320.1	DUF979 domain-containing protein	317	QYQ99_RS09195
NZ_CP129672.1	2000493	2001212		minus	DUF969 domain-containing protein			protein-coding			WP_302092358.1	DUF969 domain-containing protein	239	QYQ99_RS09200
NZ_CP129672.1	2001506	2002183		plus	GntR family transcriptional regulator			protein-coding			WP_302092359.1	GntR family transcriptional regulator	225	QYQ99_RS09205
NZ_CP129672.1	2002355	2003338		plus	TRAP transporter substrate-binding protein			protein-coding			WP_182285590.1	TRAP transporter substrate-binding protein	327	QYQ99_RS09210
NZ_CP129672.1	2003419	2003925		plus	TRAP transporter small permease			protein-coding			WP_302092360.1	TRAP transporter small permease	168	QYQ99_RS09215
NZ_CP129672.1	2003918	2005213		plus	TRAP transporter large permease			protein-coding			WP_302092361.1	TRAP transporter large permease	431	QYQ99_RS09220
NZ_CP129672.1	2005380	2005673		minus	hypothetical protein			protein-coding			WP_302092362.1	hypothetical protein	97	QYQ99_RS09225
NZ_CP129672.1	2005805	2006651		plus	uncharacterized gene			pseudogene						QYQ99_RS09230
NZ_CP129672.1	2006903	2014507		plus	cadherin domain-containing protein			protein-coding			WP_302092363.1	cadherin domain-containing protein	2534	QYQ99_RS09235
NZ_CP129672.1	2015057	2016283		minus	HlyD family efflux transporter periplasmic adaptor subunit			protein-coding			WP_302092364.1	HlyD family efflux transporter periplasmic adaptor subunit	408	QYQ99_RS09240
NZ_CP129672.1	2016287	2018542		minus	ATP-binding cassette domain-containing protein			protein-coding			WP_302092365.1	ATP-binding cassette domain-containing protein	751	QYQ99_RS09245
NZ_CP129672.1	2018549	2019718		minus	TolC family protein			protein-coding			WP_302092366.1	TolC family protein	389	QYQ99_RS09250
NZ_CP129672.1	2020052	2020741		minus	response regulator transcription factor			protein-coding			WP_302092367.1	response regulator transcription factor	229	QYQ99_RS09255
NZ_CP129672.1	2020858	2022906		plus	sensor histidine kinase			protein-coding			WP_302092368.1	sensor histidine kinase	682	QYQ99_RS09260
NZ_CP129672.1	2023092	2024096		plus	uncharacterized gene			pseudogene						QYQ99_RS09265
NZ_CP129672.1	2024636	2026552		minus	glutamine--fructose-6-phosphate transaminase (isomerizing)	glmS		protein-coding			WP_302092369.1	glutamine--fructose-6-phosphate transaminase (isomerizing)	638	QYQ99_RS09275
NZ_CP129672.1	2026689	2027189		plus	Lrp/AsnC family transcriptional regulator			protein-coding			WP_302092370.1	Lrp/AsnC family transcriptional regulator	166	QYQ99_RS09280
NZ_CP129672.1	2027371	2028450		plus	sensor domain-containing diguanylate cyclase			protein-coding			WP_302092371.1	sensor domain-containing diguanylate cyclase	359	QYQ99_RS09285
NZ_CP129672.1	2028455	2029252		minus	sensor histidine kinase			protein-coding			WP_302092372.1	sensor histidine kinase	265	QYQ99_RS09290
NZ_CP129672.1	2029252	2030700		minus	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	glmU		protein-coding			WP_302092373.1	bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU	482	QYQ99_RS09295
NZ_CP129672.1	2030805	2031785		plus	LysR substrate-binding domain-containing protein			protein-coding			WP_302092374.1	LysR substrate-binding domain-containing protein	326	QYQ99_RS09300
NZ_CP129672.1	2031983	2033215		minus	tyrosine--tRNA ligase	tyrS		protein-coding			WP_302092375.1	tyrosine--tRNA ligase	410	QYQ99_RS09305
NZ_CP129672.1	2033407	2034765		plus	M23 family metallopeptidase			protein-coding			WP_302092376.1	M23 family metallopeptidase	452	QYQ99_RS09310
NZ_CP129672.1	2034908	2036047		plus	anhydro-N-acetylmuramic acid kinase			protein-coding			WP_302092377.1	anhydro-N-acetylmuramic acid kinase	379	QYQ99_RS09315
NZ_CP129672.1	2036373	2037674		minus	NCS2 family permease			protein-coding			WP_302092378.1	NCS2 family permease	433	QYQ99_RS09320
NZ_CP129672.1	2037837	2040263		minus	xanthine dehydrogenase molybdopterin binding subunit	xdhB		protein-coding			WP_302092379.1	xanthine dehydrogenase molybdopterin binding subunit	808	QYQ99_RS09325
NZ_CP129672.1	2040265	2041875		minus	xanthine dehydrogenase small subunit	xdhA		protein-coding			WP_302092380.1	xanthine dehydrogenase small subunit	536	QYQ99_RS09330
NZ_CP129672.1	2042195	2043619		minus	multidrug transporter subunit MdtD	mdtD		protein-coding			WP_302092381.1	multidrug transporter subunit MdtD	474	QYQ99_RS09335
NZ_CP129672.1	2043732	2044097		minus	iron-sulfur cluster insertion protein ErpA	erpA		protein-coding			WP_003059000.1	iron-sulfur cluster insertion protein ErpA	121	QYQ99_RS09340
NZ_CP129672.1	2044309	2044701		minus	30S ribosomal protein S9	rpsI		protein-coding			WP_003059002.1	30S ribosomal protein S9	130	QYQ99_RS09345
NZ_CP129672.1	2044712	2045140		minus	50S ribosomal protein L13	rplM		protein-coding			WP_003059004.1	50S ribosomal protein L13	142	QYQ99_RS09350
NZ_CP129672.1	2045473	2046339		plus	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ			protein-coding			WP_302092382.1	23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ	288	QYQ99_RS09355
NZ_CP129672.1	2046454	2047131		minus	septal ring lytic transglycosylase RlpA family protein			protein-coding			WP_302092383.1	septal ring lytic transglycosylase RlpA family protein	225	QYQ99_RS09360
NZ_CP129672.1	2047271	2048098		minus	methylenetetrahydrofolate reductase [NAD(P)H]	metF		protein-coding			WP_302092384.1	methylenetetrahydrofolate reductase [NAD(P)H]	275	QYQ99_RS09365
NZ_CP129672.1	2048177	2049373		minus	TlyA family RNA methyltransferase			protein-coding			WP_302092385.1	TlyA family RNA methyltransferase	398	QYQ99_RS09370
NZ_CP129672.1	2049678	2051108		minus	adenosylhomocysteinase	ahcY		protein-coding			WP_302092386.1	adenosylhomocysteinase	476	QYQ99_RS09375
NZ_CP129672.1	2051300	2052007		minus	response regulator			protein-coding			WP_302092387.1	response regulator	235	QYQ99_RS09380
NZ_CP129672.1	2052042	2054735		minus	sensor histidine kinase			protein-coding			WP_302092388.1	sensor histidine kinase	897	QYQ99_RS09385
NZ_CP129672.1	2054765	2055652		minus	TorF family putative porin			protein-coding			WP_302092389.1	TorF family putative porin	295	QYQ99_RS09390
NZ_CP129672.1	2055740	2057830		minus	potassium-transporting ATPase subunit KdpB	kdpB		protein-coding			WP_302092390.1	potassium-transporting ATPase subunit KdpB	696	QYQ99_RS09395
NZ_CP129672.1	2057834	2058547		minus	K(+)-transporting ATPase subunit C	kdpC		protein-coding			WP_302092391.1	K(+)-transporting ATPase subunit C	237	QYQ99_RS09400
NZ_CP129672.1	2058612	2060318		minus	potassium-transporting ATPase subunit KdpA	kdpA		protein-coding			WP_302092392.1	potassium-transporting ATPase subunit KdpA	568	QYQ99_RS09405
NZ_CP129672.1	2060434	2060529		minus	K(+)-transporting ATPase subunit F	kdpF		protein-coding			WP_003061706.1	K(+)-transporting ATPase subunit F	31	QYQ99_RS09410
NZ_CP129672.1	2060638	2061912		minus	MFS transporter			protein-coding			WP_302092393.1	MFS transporter	424	QYQ99_RS09415
NZ_CP129672.1	2062189	2063817		plus	peptide chain release factor 3			protein-coding			WP_302092394.1	peptide chain release factor 3	542	QYQ99_RS09420
NZ_CP129672.1	2063988	2064788		plus	HAD-IIB family hydrolase			protein-coding			WP_302092395.1	HAD-IIB family hydrolase	266	QYQ99_RS09425
NZ_CP129672.1	2065039	2066025		plus	TRAP transporter substrate-binding protein			protein-coding			WP_302092396.1	TRAP transporter substrate-binding protein	328	QYQ99_RS09430
NZ_CP129672.1	2066227	2066742		plus	TRAP transporter small permease			protein-coding			WP_302092397.1	TRAP transporter small permease	171	QYQ99_RS09435
NZ_CP129672.1	2067042	2068328		plus	TRAP transporter large permease			protein-coding			WP_302092398.1	TRAP transporter large permease	428	QYQ99_RS09440
NZ_CP129672.1	2068403	2069014		minus	4'-phosphopantetheinyl transferase family protein			protein-coding			WP_302092399.1	4'-phosphopantetheinyl transferase family protein	203	QYQ99_RS09445
NZ_CP129672.1	2069014	2073120		minus	Pls/PosA family non-ribosomal peptide synthetase			protein-coding			WP_302092400.1	Pls/PosA family non-ribosomal peptide synthetase	1368	QYQ99_RS09450
NZ_CP129672.1	2073110	2073403		plus	hypothetical protein			protein-coding			WP_302092401.1	hypothetical protein	97	QYQ99_RS09455
NZ_CP129672.1	2073476	2074237		minus	hypothetical protein			protein-coding			WP_302092402.1	hypothetical protein	253	QYQ99_RS09460
NZ_CP129672.1	2074253	2080189		minus	excinuclease ABC subunit UvrA	uvrA		protein-coding			WP_302092403.1	excinuclease ABC subunit UvrA	1978	QYQ99_RS09465
NZ_CP129672.1	2080305	2081525		minus	ISL3 family transposase			protein-coding			WP_302089465.1	ISL3 family transposase	406	QYQ99_RS09470
NZ_CP129672.1	2081663	2081800		minus	hypothetical protein			protein-coding			WP_196354110.1	hypothetical protein	45	QYQ99_RS09475
NZ_CP129672.1	2082021	2083070		minus	porin			protein-coding			WP_302092404.1	porin	349	QYQ99_RS09480
NZ_CP129672.1	2083330	2085012		minus	MFS transporter			protein-coding			WP_302092405.1	MFS transporter	560	QYQ99_RS09485
NZ_CP129672.1	2085305	2085613		plus	DUF485 domain-containing protein			protein-coding			WP_302092406.1	DUF485 domain-containing protein	102	QYQ99_RS09490
NZ_CP129672.1	2085610	2087343		plus	cation acetate symporter			protein-coding			WP_302092407.1	cation acetate symporter	577	QYQ99_RS09495
NZ_CP129672.1	2087436	2088356		minus	LysR family transcriptional regulator			protein-coding			WP_302092408.1	LysR family transcriptional regulator	306	QYQ99_RS09500
NZ_CP129672.1	2088712	2089830		plus	NADH:flavin oxidoreductase/NADH oxidase			protein-coding			WP_302092409.1	NADH:flavin oxidoreductase/NADH oxidase	372	QYQ99_RS09505
NZ_CP129672.1	2090150	2090923		minus	SDR family oxidoreductase			protein-coding			WP_302092410.1	SDR family oxidoreductase	257	QYQ99_RS09510
NZ_CP129672.1	2091082	2091717		minus	2-hydroxychromene-2-carboxylate isomerase			protein-coding			WP_302092411.1	2-hydroxychromene-2-carboxylate isomerase	211	QYQ99_RS09515
NZ_CP129672.1	2091740	2092039		minus	DUF1289 domain-containing protein			protein-coding			WP_302092412.1	DUF1289 domain-containing protein	99	QYQ99_RS09520
NZ_CP129672.1	2092036	2092533		minus	YbaK/EbsC family protein			protein-coding			WP_302092413.1	YbaK/EbsC family protein	165	QYQ99_RS09525
NZ_CP129672.1	2092574	2093638		minus	hypothetical protein			protein-coding			WP_302092414.1	hypothetical protein	354	QYQ99_RS09530
NZ_CP129672.1	2093651	2094205		minus	DUF2799 domain-containing protein			protein-coding			WP_302092415.1	DUF2799 domain-containing protein	184	QYQ99_RS09535
NZ_CP129672.1	2094281	2095189		minus	hydroxymethylglutaryl-CoA lyase			protein-coding			WP_302092416.1	hydroxymethylglutaryl-CoA lyase	302	QYQ99_RS09540
NZ_CP129672.1	2095206	2096129		minus	2-hydroxyacid dehydrogenase			protein-coding			WP_302092417.1	2-hydroxyacid dehydrogenase	307	QYQ99_RS09545
NZ_CP129672.1	2096308	2098344		minus	acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha			protein-coding			WP_302092418.1	acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha	678	QYQ99_RS09550
